Age,BusinessTravel,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,Gender,HourlyRate,JobLevel,MonthlyIncome,MonthlyRate,Over18,PercentSalaryHike,RelationshipSatisfaction,StandardHours,StockOptionLevel,TrainingTimesLastYear,PerformanceRating,YearsInCurrentRole,YearsWithCurrManager,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,Attrition,JobSatisfaction,EnvironmentSatisfaction,JobInvolvement,WorkLifeBalance,OverTime,NumCompaniesWorked,JobRole_FreqEncoded,EducationField_FreqEncoded,Department_Research_and_Development,Department_Sales,MaritalStatus_Married,MaritalStatus_Single,Tenure_Category,Performance_Score,Engagement_Score
34,1,419,7,4,1,28,0,53,3,11994,21293,0,11,3,80,0,4,3,6,11,2.639057329615259,2.5649493574615367,1.0986122886681096,0,2,1,3,3,0,0,72,510,True,False,False,True,Intermediate,2.7,2.0
21,1,391,15,2,1,30,1,96,1,1232,19281,0,14,4,80,0,6,3,0,0,0.0,0.0,0.0,0,4,3,3,3,0,1,243,510,True,False,False,True,New,3.3000000000000003,2.4000000000000004
34,1,699,6,1,1,31,1,83,1,2960,17102,0,11,3,80,0,2,3,2,3,2.19722457733622,1.6094379124341005,0.6931471805599453,1,1,2,3,3,0,2,243,389,True,False,False,True,New,2.4000000000000004,1.6
53,1,1282,5,3,1,32,0,58,5,19094,10735,0,11,4,80,1,3,3,13,8,3.295836866004329,2.70805020110221,1.6094379124341005,0,3,3,3,2,0,4,82,68,True,False,False,False,Intermediate,2.8,1.6
42,1,691,8,4,1,35,1,48,2,6825,21173,0,11,4,80,1,2,3,7,2,2.3978952727983707,2.302585092994046,1.6094379124341005,0,2,3,3,3,0,0,285,138,False,True,True,False,Intermediate,2.7,1.6
44,1,477,7,4,1,36,0,42,3,10248,2094,0,14,4,80,1,4,3,6,17,3.218875824868201,3.1354942159291497,1.791759469228055,0,4,1,2,3,0,3,111,389,True,False,True,False,Intermediate,3.3000000000000003,1.8
46,1,705,2,4,1,38,0,83,5,18947,22822,0,12,4,80,0,2,3,2,1,3.1354942159291497,1.0986122886681096,1.0986122886681096,0,1,2,3,2,0,3,82,138,False,True,False,True,New,2.2,1.4
33,1,924,2,3,1,39,1,78,1,2496,6670,0,11,4,80,0,3,3,1,0,2.079441541679836,0.6931471805599453,0.0,0,4,3,3,3,0,4,217,389,True,False,False,True,New,3.3000000000000003,1.8000000000000003
44,1,1459,10,4,1,40,1,41,2,6465,19121,0,13,4,80,0,5,3,2,3,2.302585092994046,1.6094379124341005,0.6931471805599453,0,4,4,3,4,1,2,111,68,True,False,True,False,New,3.5,2.8000000000000003
30,1,125,9,2,1,41,1,83,1,2206,16117,0,13,1,80,0,5,3,0,8,2.3978952727983707,2.3978952727983707,0.6931471805599453,0,3,4,2,3,0,1,217,389,True,False,False,True,Intermediate,3.0,2.0
39,1,895,5,3,1,42,1,56,2,2086,3335,0,14,3,80,1,6,3,0,0,2.995732273553991,0.6931471805599453,0.0,1,4,4,3,4,0,3,71,115,False,True,True,False,New,3.5,2.6000000000000005
24,1,813,1,3,1,45,1,61,1,2293,3020,0,16,1,80,1,2,3,0,0,1.9459101490553128,1.0986122886681096,1.0986122886681096,1,4,2,3,2,1,2,243,389,True,False,True,False,New,3.1,1.8000000000000003
43,1,1273,2,2,1,46,0,72,1,2645,21923,0,12,4,80,2,3,3,3,4,1.9459101490553128,1.791759469228055,0.6931471805599453,0,3,4,4,2,0,1,243,389,True,False,False,False,New,2.8,1.8000000000000003
50,1,869,3,2,1,47,1,86,1,2683,3810,0,14,3,80,0,2,3,2,2,1.3862943611198906,1.3862943611198906,0.0,1,3,1,2,3,1,1,71,138,False,True,True,False,New,3.0,1.7999999999999998
35,1,890,2,3,1,49,0,97,1,2014,9687,0,13,1,80,0,3,3,2,2,1.0986122886681096,1.0986122886681096,1.0986122886681096,0,4,4,3,3,0,1,71,138,False,True,True,False,New,3.3000000000000003,1.8000000000000003
36,1,852,5,4,1,51,0,82,1,3419,13072,0,14,4,80,1,3,3,1,0,1.9459101490553128,0.6931471805599453,0.0,0,1,2,2,4,1,9,243,510,True,False,True,False,New,2.6,2.2
33,2,1141,1,3,1,52,0,42,2,5376,3193,0,19,1,80,2,3,3,3,3,2.3978952727983707,1.791759469228055,0.6931471805599453,0,1,3,4,3,0,2,285,510,False,True,True,False,New,2.4000000000000004,2.0
35,1,464,4,2,1,53,1,75,1,1951,10910,0,12,3,80,1,3,3,0,0,0.6931471805599453,0.6931471805599453,0.0,0,4,3,3,3,0,1,217,68,True,False,False,False,New,3.3000000000000003,1.8000000000000003
27,1,1240,2,4,1,54,0,33,1,2341,19715,0,13,4,80,1,6,3,0,0,0.6931471805599453,0.6931471805599453,0.0,0,1,4,3,3,0,1,217,510,True,False,False,False,New,2.4000000000000004,2.4000000000000004
26,1,1357,25,3,1,55,1,48,1,2293,10558,0,12,3,80,0,2,3,0,1,0.6931471805599453,0.6931471805599453,0.0,1,3,1,1,2,0,1,217,510,True,False,False,True,New,2.8,1.0
27,2,994,8,3,1,56,1,37,3,8726,2975,0,15,4,80,0,0,3,8,7,2.302585092994046,2.302585092994046,0.6931471805599453,0,3,4,3,3,0,1,285,510,False,True,False,True,Intermediate,3.0,1.2000000000000002
41,1,1360,12,3,1,58,0,49,5,19545,16280,0,12,4,80,0,0,3,15,8,3.1780538303479458,3.1354942159291497,2.772588722239781,1,3,2,3,3,0,1,72,115,True,False,True,False,Intermediate,3.0,1.2000000000000002
35,1,1229,8,1,1,63,1,36,1,2269,4892,0,19,4,80,0,2,3,0,1,0.6931471805599453,0.6931471805599453,0.0,0,4,4,4,3,0,1,217,510,True,False,True,False,New,3.3000000000000003,1.8000000000000003
48,1,626,1,2,1,64,1,98,3,5381,19294,0,13,4,80,0,2,3,0,0,3.1780538303479458,0.6931471805599453,0.0,1,3,1,2,3,1,9,217,510,True,False,False,True,New,3.0,1.7999999999999998
28,1,1434,5,4,1,65,1,50,1,3441,11179,0,13,3,80,0,3,3,2,2,1.0986122886681096,1.0986122886681096,1.0986122886681096,1,3,3,3,2,1,1,217,115,True,False,False,True,New,2.8,2.0
35,0,1097,11,2,1,70,1,79,3,9884,8302,0,13,3,80,1,3,3,0,3,2.3978952727983707,1.6094379124341005,1.0986122886681096,0,1,3,2,3,1,2,111,389,True,False,True,False,New,2.4000000000000004,2.0
26,1,1443,23,3,1,72,0,47,2,4157,21436,0,19,3,80,1,2,3,2,0,1.791759469228055,1.0986122886681096,0.0,0,4,3,2,2,1,7,285,138,False,True,True,False,New,3.1,1.6
33,2,515,1,2,1,73,0,98,3,13458,15146,0,12,3,80,0,1,3,14,12,2.772588722239781,2.772588722239781,2.19722457733622,0,4,1,3,3,1,1,72,510,True,False,False,True,Intermediate,3.3000000000000003,1.8
35,1,1142,23,4,1,75,0,30,1,4014,16002,0,15,3,80,1,3,3,2,2,1.6094379124341005,1.0986122886681096,1.0986122886681096,0,1,3,3,3,1,3,217,389,True,False,True,False,New,2.4000000000000004,2.2
37,1,1115,1,4,1,77,1,51,2,5993,2689,0,18,3,80,1,2,3,5,7,2.079441541679836,2.079441541679836,0.0,0,3,1,2,4,0,1,118,510,True,False,False,False,Intermediate,3.2,1.6
38,2,653,29,5,1,79,0,50,2,2406,5456,0,11,4,80,0,2,3,3,9,2.3978952727983707,2.3978952727983707,2.302585092994046,0,4,4,3,3,0,1,217,510,True,False,False,True,Intermediate,3.3000000000000003,1.6
50,1,989,7,2,1,80,0,43,5,18740,16701,0,12,4,80,1,2,3,3,8,3.4011973816621555,3.332204510175204,2.639057329615259,0,3,2,2,2,1,5,72,389,True,False,False,False,Intermediate,2.8,1.6
59,1,1435,25,3,1,81,0,99,3,7637,2354,0,11,4,80,0,3,3,16,9,3.367295829986474,3.091042453358316,2.079441541679836,0,1,1,3,2,0,7,285,510,False,True,False,True,Intermediate,2.2,1.6
36,1,1223,8,3,1,83,0,59,3,10096,8202,0,13,2,80,3,2,3,14,8,2.8903717578961645,2.8903717578961645,2.5649493574615367,0,3,3,3,3,0,1,111,115,True,False,False,False,Intermediate,3.0,1.6
55,1,836,8,3,1,84,0,33,4,14756,19730,0,14,3,80,3,2,3,0,2,3.091042453358316,1.791759469228055,0.0,0,3,4,3,3,1,2,82,389,True,False,False,False,New,3.0,2.0
36,2,1195,11,3,1,85,1,95,2,6499,22656,0,13,3,80,0,3,3,5,3,1.9459101490553128,1.9459101490553128,0.0,0,2,2,2,3,0,1,118,510,True,False,False,True,New,2.7,1.6
45,1,1339,7,3,1,86,1,59,3,9724,18787,0,17,3,80,1,2,3,0,0,3.258096538021482,0.6931471805599453,0.0,0,1,2,3,3,0,2,243,510,True,False,False,False,New,2.4000000000000004,1.6
35,2,664,1,3,1,88,1,79,1,2194,5868,0,13,4,80,1,2,3,2,2,1.791759469228055,1.3862943611198906,0.6931471805599453,0,1,2,3,2,0,4,243,389,True,False,True,False,New,2.2,1.4
36,1,318,9,3,1,90,1,79,1,3388,21777,0,17,1,80,1,0,3,0,0,1.0986122886681096,0.6931471805599453,0.0,1,3,4,2,2,1,0,243,389,True,False,True,False,New,2.8,1.2000000000000002
59,2,1225,1,1,1,91,0,57,2,5473,24668,0,11,4,80,0,2,3,3,3,3.044522437723423,1.6094379124341005,0.6931471805599453,0,3,1,2,2,0,7,285,510,False,True,False,True,New,2.8,1.2000000000000002
31,1,1082,1,4,1,95,1,87,1,2501,18775,0,17,2,80,0,4,3,1,0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0,2,3,3,3,0,1,243,389,True,False,False,True,New,2.7,2.0
32,1,548,1,3,1,96,1,66,2,6220,7346,0,17,2,80,2,3,3,4,9,2.3978952727983707,2.3978952727983707,0.0,0,2,2,3,3,0,1,243,510,True,False,True,False,Intermediate,2.7,1.8000000000000003
36,1,132,6,3,1,97,0,55,1,3038,22002,0,12,2,80,0,3,3,0,0,1.791759469228055,0.6931471805599453,0.0,0,4,2,4,3,0,3,217,510,True,False,True,False,New,3.3000000000000003,2.0
35,1,776,1,4,1,100,1,32,2,4312,23016,0,14,2,80,0,2,3,13,8,2.833213344056216,2.772588722239781,1.0986122886681096,0,1,3,2,3,0,0,285,138,False,True,False,True,Intermediate,2.4000000000000004,1.4
45,1,193,6,4,1,101,1,52,3,13245,15067,0,14,2,80,0,3,3,0,0,2.8903717578961645,0.0,0.0,0,1,4,3,4,1,4,72,68,True,False,True,False,New,2.6,2.4000000000000004
37,1,397,7,4,1,102,1,30,3,13664,25258,0,13,1,80,0,3,3,2,2,2.833213344056216,1.791759469228055,0.0,0,3,1,3,4,0,4,72,389,True,False,False,True,New,3.2,2.0
30,1,852,1,1,1,104,1,55,2,5126,15998,0,12,3,80,2,1,3,8,0,2.3978952727983707,2.3978952727983707,1.3862943611198906,0,4,4,2,2,1,1,217,510,True,False,True,False,Intermediate,3.1,1.4000000000000001
35,1,1214,1,3,1,105,1,30,1,2859,26278,0,18,1,80,0,3,3,4,4,1.9459101490553128,1.9459101490553128,0.0,0,3,2,2,3,0,1,243,389,True,False,False,True,New,3.0,1.6
55,1,111,1,2,1,106,1,70,3,10239,18092,0,14,4,80,1,4,3,0,0,3.218875824868201,0.6931471805599453,0.6931471805599453,0,4,1,3,3,0,3,285,510,False,True,True,False,New,3.3000000000000003,2.0
38,0,573,6,3,1,107,0,79,2,5329,15717,0,12,4,80,3,3,3,11,9,2.8903717578961645,2.639057329615259,0.6931471805599453,0,4,2,1,3,1,7,243,389,True,False,False,False,Intermediate,3.3000000000000003,1.8
34,1,1153,1,2,1,110,1,94,2,4325,17736,0,15,3,80,0,2,3,2,3,1.791759469228055,1.791759469228055,0.6931471805599453,0,2,1,3,3,0,1,118,389,True,False,True,False,New,2.7,1.6
56,1,1400,7,3,1,112,1,49,3,7260,21698,0,11,1,80,0,3,3,4,2,3.6375861597263857,1.9459101490553128,0.0,0,4,4,1,2,0,4,118,510,True,False,False,True,New,3.1,1.2000000000000002
23,1,541,2,1,1,113,1,62,1,2322,9518,0,13,3,80,1,3,3,0,0,1.3862943611198906,0.0,0.0,0,1,3,3,3,0,3,71,115,False,True,False,False,New,2.4000000000000004,1.8000000000000003
30,1,288,2,3,1,117,1,99,2,4152,15830,0,19,1,80,3,3,3,10,8,2.4849066497880004,2.4849066497880004,2.3978952727983707,0,4,3,2,3,0,1,111,510,True,False,True,False,Intermediate,3.3000000000000003,1.6
46,1,669,9,2,1,118,1,64,3,9619,13596,0,16,4,80,0,3,3,8,7,2.302585092994046,2.302585092994046,1.6094379124341005,1,4,3,2,3,0,1,285,389,False,True,False,True,Intermediate,3.3000000000000003,1.6
30,1,1334,4,2,1,121,0,63,2,5209,19760,0,12,2,80,3,4,3,8,7,2.4849066497880004,2.4849066497880004,1.0986122886681096,0,2,3,2,2,1,1,285,389,False,True,False,False,Intermediate,2.5,2.0
46,2,638,1,3,1,124,1,40,3,10673,3142,0,13,3,80,1,5,3,9,5,3.091042453358316,2.3978952727983707,2.302585092994046,0,1,3,2,2,1,2,111,389,True,False,True,False,Intermediate,2.2,2.2
32,1,1093,6,4,1,125,1,87,2,5010,24301,0,16,1,80,0,0,3,8,7,2.5649493574615367,2.4849066497880004,1.791759469228055,0,3,2,3,3,0,1,285,389,False,True,False,True,Intermediate,3.0,1.2000000000000002
54,1,1217,2,4,1,126,0,60,3,13549,24001,0,12,1,80,1,5,3,3,3,2.833213344056216,1.6094379124341005,0.0,0,3,1,3,1,0,9,72,115,True,False,True,False,New,2.6,1.8
28,0,120,4,3,1,129,1,43,2,4221,8863,0,15,2,80,0,3,3,4,4,1.791759469228055,1.791759469228055,0.0,0,3,2,3,4,0,1,285,389,False,True,True,False,New,3.2,2.0
58,1,682,10,4,1,131,1,37,4,13872,24409,0,13,3,80,0,1,3,10,8,3.6635616461296463,3.6375861597263857,0.6931471805599453,0,3,4,3,2,0,0,285,389,False,True,False,True,Intermediate,2.8,1.2
44,0,489,23,3,1,132,1,67,2,2042,25043,0,12,3,80,1,3,3,2,2,2.8903717578961645,1.3862943611198906,0.6931471805599453,0,2,2,3,4,0,4,217,389,True,False,True,False,New,2.9000000000000004,2.0
32,1,827,1,1,1,134,1,71,1,2956,15178,0,13,4,80,0,2,3,0,0,0.6931471805599453,0.6931471805599453,0.0,0,1,4,3,3,0,1,243,510,True,False,False,True,New,2.4000000000000004,1.6
20,2,871,6,3,1,137,0,66,1,2926,19783,0,18,2,80,0,5,3,0,0,0.6931471805599453,0.6931471805599453,0.6931471805599453,1,4,4,2,3,1,1,217,510,True,False,False,True,New,3.3000000000000003,2.4
34,1,665,6,4,1,138,0,41,2,4809,12482,0,14,3,80,0,3,3,13,10,2.833213344056216,2.833213344056216,1.0986122886681096,0,3,1,3,3,0,1,243,68,True,False,False,True,Intermediate,3.0,1.8000000000000003
37,0,1040,2,2,1,139,1,100,2,5163,15850,0,14,4,80,1,2,3,0,0,2.8903717578961645,0.6931471805599453,0.0,0,4,3,2,4,0,5,111,510,True,False,False,False,New,3.5,1.6
50,2,1115,1,3,1,141,0,73,5,18172,9755,0,19,1,80,0,1,3,3,7,3.367295829986474,2.19722457733622,0.0,0,2,1,3,2,1,3,72,510,True,False,True,False,Intermediate,2.5,1.6
25,1,240,5,3,1,142,1,46,2,5744,26959,0,11,4,80,0,1,3,4,3,1.9459101490553128,1.9459101490553128,0.0,1,3,3,2,3,1,1,285,138,False,True,False,True,New,3.0,1.5999999999999999
25,1,1280,7,1,1,143,1,64,1,2889,26897,0,11,3,80,2,2,3,2,1,1.0986122886681096,1.0986122886681096,1.0986122886681096,0,4,4,2,3,0,1,243,389,True,False,True,False,New,3.3000000000000003,1.4
22,1,534,15,3,1,144,0,59,1,2871,23785,0,15,3,80,0,5,3,0,0,0.6931471805599453,0.0,0.0,0,4,2,3,3,0,1,217,389,True,False,False,True,New,3.3000000000000003,2.2
54,0,142,26,3,1,148,0,30,4,17328,13871,0,12,3,80,0,3,3,3,4,3.1780538303479458,1.791759469228055,1.6094379124341005,0,4,4,4,3,1,2,82,24,False,False,False,True,New,3.3000000000000003,2.4000000000000004
24,1,1127,18,1,1,150,1,52,1,2774,13257,0,12,3,80,1,2,3,3,2,1.9459101490553128,1.791759469228055,0.6931471805599453,0,3,2,3,3,0,0,217,510,True,False,True,False,New,3.0,1.6
34,1,1031,6,4,1,151,0,45,2,4505,15000,0,15,3,80,1,3,3,0,0,2.5649493574615367,0.6931471805599453,0.0,0,2,3,2,3,0,6,243,510,True,False,False,False,New,2.7,1.6
37,1,1189,3,3,1,152,1,87,3,7428,14506,0,12,1,80,0,3,3,3,3,2.5649493574615367,1.791759469228055,0.6931471805599453,0,4,3,3,3,0,2,285,510,False,True,False,True,New,3.3000000000000003,1.8000000000000003
34,1,1354,5,3,1,153,0,45,3,11631,5615,0,12,4,80,0,6,3,10,8,2.70805020110221,2.4849066497880004,1.791759469228055,0,1,3,2,3,0,2,82,389,True,False,False,True,Intermediate,2.4000000000000004,2.2
36,2,1467,11,2,1,154,0,92,3,9738,22952,0,14,3,80,1,6,3,7,8,2.3978952727983707,2.302585092994046,1.0986122886681096,0,4,2,3,3,0,0,285,115,False,True,True,False,Intermediate,3.3000000000000003,2.4000000000000004
43,2,394,26,2,1,158,1,92,4,16959,19494,0,12,4,80,2,3,3,12,12,3.258096538021482,3.258096538021482,1.6094379124341005,0,4,3,3,4,1,1,82,510,False,True,True,False,Intermediate,3.5,2.4000000000000004
33,0,750,22,2,1,160,1,95,2,6146,15480,0,13,1,80,1,2,3,7,7,2.19722457733622,2.079441541679836,0.0,0,2,3,3,4,0,0,285,138,False,True,True,False,Intermediate,2.9000000000000004,1.8000000000000003
56,1,441,14,4,1,161,0,72,1,4963,4510,0,18,1,80,3,2,3,4,3,2.079441541679836,1.791759469228055,1.6094379124341005,1,2,2,3,3,1,9,243,510,True,False,True,False,New,2.7,2.0
51,1,684,6,3,1,162,1,51,5,19537,6462,0,13,3,80,0,5,3,18,15,3.1780538303479458,3.044522437723423,2.772588722239781,0,3,1,3,3,0,7,72,510,True,False,False,True,Intermediate,3.0,2.2
31,1,249,6,4,1,163,1,76,2,6172,20739,0,18,2,80,0,3,3,7,7,2.5649493574615367,2.079441541679836,2.079441541679836,1,3,2,1,2,1,4,285,510,False,True,True,False,Intermediate,2.8,1.6
26,1,841,6,3,1,164,0,46,1,2368,23300,0,19,3,80,0,3,3,4,3,1.791759469228055,1.791759469228055,1.6094379124341005,0,2,3,2,2,0,1,243,68,True,False,True,False,New,2.5,1.4000000000000001
58,1,147,23,4,1,165,0,94,3,10312,3465,0,12,4,80,1,3,3,10,6,3.713572066704308,3.713572066704308,2.772588722239781,1,4,4,3,2,0,1,111,389,True,False,True,False,Intermediate,3.1,1.6
19,1,528,22,1,1,167,1,50,1,1675,26820,0,19,4,80,0,2,3,0,0,0.0,0.0,0.0,1,3,4,3,2,1,1,71,138,False,True,False,True,New,2.8,1.8000000000000003
22,1,594,2,1,1,169,1,100,1,2523,19299,0,14,3,80,1,2,3,1,1,1.3862943611198906,1.0986122886681096,1.0986122886681096,0,4,3,3,3,0,0,217,115,True,False,True,False,New,3.3000000000000003,1.6
49,1,470,20,4,1,170,0,96,2,6567,5549,0,14,3,80,0,2,3,11,11,2.833213344056216,2.772588722239781,1.791759469228055,0,1,3,3,2,0,1,118,389,True,False,True,False,Intermediate,2.2,1.4
43,2,957,28,3,1,171,0,72,1,4739,16090,0,12,4,80,0,2,3,2,2,2.9444389791664403,1.3862943611198906,0.6931471805599453,0,3,2,4,3,0,4,243,389,True,False,False,True,New,3.0,1.8000000000000003
50,2,809,12,3,1,174,0,77,3,9208,6645,0,11,4,80,0,3,3,2,1,2.833213344056216,1.0986122886681096,1.0986122886681096,0,4,3,3,3,0,4,285,138,False,True,False,True,New,3.3000000000000003,1.8000000000000003
31,1,542,20,3,1,175,0,71,2,4559,24788,0,11,3,80,1,2,3,2,2,1.6094379124341005,1.0986122886681096,1.0986122886681096,1,3,2,1,3,1,3,285,510,False,True,True,False,New,3.0,1.6
41,1,802,9,1,1,176,1,96,3,8189,21196,0,13,3,80,1,2,3,7,7,2.5649493574615367,2.302585092994046,0.0,0,3,3,3,3,1,3,285,510,False,True,False,False,Intermediate,3.0,2.0
51,2,1150,8,4,1,179,1,53,3,10650,25150,0,15,4,80,0,2,3,2,3,2.9444389791664403,1.6094379124341005,0.0,1,4,1,1,3,0,2,118,510,True,False,False,True,New,3.3000000000000003,1.2000000000000002
39,1,1329,4,4,1,182,0,47,2,5902,14590,0,14,3,80,1,1,3,11,9,2.8903717578961645,2.772588722239781,1.791759469228055,0,3,4,2,4,0,4,285,510,False,True,True,False,Intermediate,3.2,1.4000000000000001
25,1,959,28,3,1,183,1,41,2,8639,24835,0,18,4,80,0,3,3,2,2,1.9459101490553128,1.0986122886681096,1.0986122886681096,0,3,1,2,3,0,2,285,510,False,True,True,False,New,3.0,1.6
30,1,1240,9,3,1,184,1,48,2,6347,13982,0,19,4,80,0,2,3,9,7,2.5649493574615367,2.4849066497880004,1.6094379124341005,0,4,3,3,1,1,0,45,24,False,False,True,False,Intermediate,2.9000000000000004,1.6
45,1,1316,29,3,1,192,1,83,1,3452,9752,0,13,2,80,0,2,3,5,3,2.302585092994046,1.9459101490553128,0.0,0,4,3,3,2,0,5,243,389,True,False,False,True,New,3.1,1.4
30,1,438,18,3,1,194,0,75,1,2632,23910,0,14,3,80,0,4,3,4,4,1.791759469228055,1.791759469228055,0.0,0,3,1,3,2,0,1,243,510,True,False,False,True,New,2.8,1.8
32,2,689,9,2,1,195,1,35,2,4668,22812,0,17,4,80,3,2,3,7,7,2.302585092994046,2.19722457733622,0.0,0,4,4,1,4,0,0,285,389,False,True,False,False,Intermediate,3.5,1.4
30,1,201,5,3,1,197,0,84,1,3204,10415,0,14,4,80,1,3,3,2,2,2.19722457733622,1.3862943611198906,1.0986122886681096,0,1,4,3,3,0,5,243,115,True,False,False,False,New,2.4000000000000004,1.8000000000000003
30,1,1427,2,1,1,198,1,35,1,2720,11162,0,13,4,80,0,3,3,3,2,1.9459101490553128,1.791759469228055,0.6931471805599453,0,4,2,2,3,0,0,217,389,True,False,False,True,New,3.3000000000000003,1.6
41,2,857,10,3,1,199,1,91,4,17181,12888,0,13,2,80,1,2,3,6,7,3.091042453358316,2.079441541679836,2.079441541679836,0,1,4,2,2,0,4,82,510,True,False,False,False,Intermediate,2.2,1.2000000000000002
19,1,1181,3,1,1,201,0,79,1,1483,16102,0,14,4,80,0,3,3,0,0,0.6931471805599453,0.6931471805599453,0.0,0,2,2,3,3,0,1,217,389,True,False,False,True,New,2.7,1.8000000000000003
40,2,1395,26,3,1,202,0,54,2,5605,8504,0,11,1,80,1,2,3,7,13,3.044522437723423,3.044522437723423,1.0986122886681096,0,2,2,3,3,0,1,243,389,True,False,False,False,Intermediate,2.7,1.6
35,1,662,1,5,1,204,1,94,3,7295,11439,0,13,1,80,2,3,3,8,6,2.3978952727983707,2.3978952727983707,0.0,0,2,3,3,3,0,1,285,138,False,True,True,False,Intermediate,2.7,1.8000000000000003
45,1,194,9,3,1,206,1,60,2,2348,10901,0,18,3,80,1,2,3,9,15,3.044522437723423,2.8903717578961645,0.0,0,2,2,3,1,0,8,217,510,True,False,False,False,Intermediate,2.3000000000000003,1.2000000000000002
